dictId,index,tier,term,base,level,definition,vocabPattern,matchSummary
vocab,2263,strong,friendship,,B1,Friendship is the relationship between people who are friends.,term_is,[strong] term:friendship (term_word)
vocab,2264,strong,frighten,,B2,To frighten means to cause fear.,to_term,[strong] term:frighten (term_word)
vocab,2265,strong,frog,,A2,A frog is a small animal with long legs for jumping.,an_term,[strong] term:frog (term_word)
vocab,2266,strong,from,,A1,From shows a starting place or position.,,[strong] term:from (term_word)
vocab,2267,strong,front,,A1,Front means the part that faces forward.,term_means,[strong] term:front (term_word)
vocab,2268,strong,frontier,,B2,A frontier is a border between two regions or countries.,an_term,[strong] term:frontier (term_word)
vocab,2269,strong,frost,,B2,Frost is a white layer of ice that forms during very cold weather.,term_is,[strong] term:frost (term_word)
vocab,2270,strong,frown,,B2,To frown is to make an unhappy look with one’s face.,to_term,[strong] term:frown (term_word)
vocab,2271,strong,frozen,,A2,Frozen means turned into ice.,term_means,[strong] term:frozen (term_word)
vocab,2272,strong,fruit,,A1,Fruit is a type of healthy food that grows on trees and plants.,term_is,[strong] term:fruit (term_word)
vocab,2273,strong,frustrate,,B2,To frustrate means to cause feelings of disappointment or annoyance.,to_term,[strong] term:frustrate (term_word)
vocab,2274,strong,fry,,A2,To fry means to cook in hot oil.,to_term,[strong] term:fry (term_word)
vocab,2275,strong,fuel,,B2,Fuel is something that creates heat or energy.,term_is,[strong] term:fuel (term_word)
vocab,2276,strong,fulfill,,B2,To fulfill something means to achieve or finish it.,to_term,[strong] term:fulfill (term_word)
vocab,2277,strong,full,,A1,Full means containing as much as possible.,term_means,[strong] term:full (term_word)
vocab,2279,strong,fume,,B2,Fumes are unhealthy smoke and gases that are made by fires or chemicals.,,[strong] term:fumes (term_word)
vocab,2280,strong,fun,,A1,"When something is fun, it is enjoyable.",,[strong] term:fun (term_word)
vocab,2281,strong,function,,B1,The function of something is what it does.,the_term,[strong] term:function (term_word)
vocab,2282,strong,fund,,B2,A fund is an amount of money that people have.,an_term,[strong] term:fund (term_word)
vocab,2283,strong,fundamental,,B2,"If something is fundamental, it is a basic part of something.",if_term,[strong] term:fundamental (term_word)
vocab,2284,strong,funeral,,B2,A funeral is a ceremony that takes place after a person dies.,an_term,[strong] term:funeral (term_word)
vocab,2285,strong,fungus,,B2,A fungus is a living thing that includes mushrooms and mold.,an_term,[strong] term:fungus (term_word)
vocab,2286,strong,funnel,,B2,A funnel is a cone-shaped tool for pouring liquids into a small opening.,an_term,[strong] term:funnel (term_word)
vocab,2287,strong,funny,,A1,Funny means causing laughter.,term_means,[strong] term:funny (term_word)
vocab,2288,strong,fur,,A2,Fur is the soft hair covering the skin of some animals.,term_is,[strong] term:fur (term_word)
vocab,2289,strong,furious,,B2,Furious means very angry.,term_means,[strong] term:furious (term_word)
vocab,2290,strong,furnace,,B2,A furnace is a place where heat is made.,an_term,[strong] term:furnace (term_word)
vocab,2291,strong,furnish,,B2,To furnish means to put furniture in a house or room.,to_term,[strong] term:furnish (term_word)
vocab,2292,strong,furniture,,B2,Furniture means the things used in a house such as tables and chairs.,term_means,[strong] term:furniture (term_word)
vocab,2293,strong,further,,A2,Further means at or from a greater distance or time.,term_means,[strong] term:further (term_word)
vocab,2294,strong,furthermore,,B2,Furthermore means more information will be added.,term_means,[strong] term:furthermore (term_word)
vocab,2295,strong,fury,,B2,Fury is intense anger.,term_is,[strong] term:fury (term_word)
vocab,2296,strong,fuse,,B2,A fuse is a string on fireworks that burns to make them explode.,an_term,[strong] term:fuse (term_word)
vocab,2297,strong,fuss,,B2,A fuss is excited or annoyed behavior that is not useful in any way.,an_term,[strong] term:fuss (term_word)
vocab,2298,strong,future,,A2,The future is the time that is yet to come.,the_term,[strong] term:future (term_word)
vocab,2299,strong,gain,,B2,"To gain is to gradually get more and more of a quality, feeling, etc.",to_term,[strong] term:gain (term_word)
vocab,2300,strong,galaxy,,B2,A galaxy is an extremely large collection of star systems.,an_term,[strong] term:galaxy (term_word)
vocab,2301,strong,gallery,,B2,A gallery is a large space where people can see works of art.,an_term,[strong] term:gallery (term_word)
vocab,2303,strong,game,,A1,A game is an activity where people compete against each other.,an_term,[strong] term:game (term_word)
vocab,2304,strong,games console,,B1,A small piece of electronic equipment that you connect to a screen used for playing video games.,,[strong] term:games (term_word)
vocab,2305,strong,gang,,B2,A gang is a group of people who associate for a criminal purpose.,an_term,[strong] term:gang (term_word)
vocab,2306,strong,gap,,B2,A gap is a space between two things.,an_term,[strong] term:gap (term_word)
vocab,2307,strong,garage,,A2,A garage is the part of a house where people put their cars.,an_term,[strong] term:garage (term_word)
vocab,2308,strong,garbage,,B1,"Garbage is waste material like unwanted or spoiled food, bottles, paper, etc.",term_is,[strong] term:garbage (term_word)
vocab,2309,strong,garden,,A1,A garden is an area where people grow plants.,an_term,[strong] term:garden (term_word)
vocab,2310,strong,garlic,,B2,Garlic is a plant with a strong smell and taste used in cooking.,term_is,[strong] term:garlic (term_word)
vocab,2311,strong,garment,,B2,A garment is a piece of clothing.,an_term,[strong] term:garment (term_word)
vocab,2312,strong,gas,,A2,"Gas is a substance that is not solid or liquid, such as air.",term_is,[strong] term:gas (term_word)
vocab,2313,strong,gate,,A2,A gate is a type of door. Gates are usually made of metal or wood.,an_term,[strong] term:gate (term_word)
vocab,2314,strong,gather,,B1,To gather is to form a group or bring together.,to_term,[strong] term:gather (term_word)
vocab,2316,strong,gaze,,B2,To gaze at something means to look at it for a long time.,to_term,[strong] term:gaze (term_word)
vocab,2317,strong,gazette,,B2,A gazette is a newspaper.,an_term,[strong] term:gazette (term_word)
vocab,2318,strong,gear,,B2,Gear is equipment needed for a particular activity.,term_is,[strong] term:gear (term_word)
vocab,2319,strong,gears,,B2,The gears are the part of a motor that controls the speed.,the_term,[strong] term:gears (term_word)
vocab,2320,strong,gender,,B2,Gender is a category that describes being either a boy or a girl.,term_is,[strong] term:gender (term_word)
vocab,2321,strong,gene,,B2,"A gene controls what it looks like, how an organism grows, and how it develops.",an_term,[strong] term:gene (term_word)
vocab,2322,strong,general,,B1,General means affecting all or most people.,term_means,[strong] term:general (term_word)
vocab,2323,strong,generally,,B2,We use generally in place of “in most cases” or “to most people.”,,[strong] term:generally (term_word)
vocab,2324,strong,generate,,B2,To generate something means to cause it to develop or begin.,to_term,[strong] term:generate (term_word)
vocab,2325,strong,generation,,B2,A generation is a group of people who live at the same time.,an_term,[strong] term:generation (term_word)
vocab,2326,strong,generous,,B2,A generous person likes to give things to people.,an_term,[strong] term:generous (term_word)
vocab,2327,strong,genetic,,B2,"If something is genetic, it is related to the genes in one’s body.",if_term,[strong] term:genetic (term_word)
vocab,2330,strong,genocide,,B2,Genocide is the deliberate murder of a whole group or race of people.,term_is,[strong] term:genocide (term_word)
vocab,2331,strong,genre,,B2,"A genre is a type of literature, art, or music characterized by its style.",an_term,[strong] term:genre (term_word)
vocab,2332,strong,gentle,,B2,Someone who is gentle is kind and calm.,,[strong] term:gentle (term_word)
vocab,2333,strong,gentleman,,B1,A gentleman is a nice man.,an_term,[strong] term:gentleman (term_word)
vocab,2334,strong,genuine,,B2,"When something is genuine, it is true or real.",,[strong] term:genuine (term_word)
vocab,2335,strong,geography,,B2,"Geography is the study of the Earth, its land, weather, etc.",term_is,[strong] term:geography (term_word)
vocab,2336,strong,geology,,B2,Geology is the study of the Earth’s natural structures and how they change.,term_is,[strong] term:geology (term_word)
vocab,2337,strong,geometry,,B2,Geometry is the study of shapes and how to measure them.,term_is,[strong] term:geometry (term_word)
vocab,2338,strong,germ,,B2,A germ is a very small living thing that can make people sick.,an_term,[strong] term:germ (term_word)
vocab,2341,strong,get,,A1,To get means to obtain or receive something.,to_term,[strong] term:get (term_word)
vocab,2342,strong,ghost,,B2,A ghost is the spirit of a dead person.,an_term,[strong] term:ghost (term_word)
vocab,2344,strong,giant,,B2,Giant means very big.,term_means,[strong] term:giant (term_word)
vocab,2345,strong,gift,,A2,A gift is something you give someone.,an_term,[strong] term:gift (term_word)
vocab,2346,strong,gigantic,,B2,Gigantic means extremely large.,term_means,[strong] term:gigantic (term_word)
vocab,2349,strong,ginger,,B2,Ginger is a root of a plant that is used to make food spicy and sweet.,term_is,[strong] term:ginger (term_word)
vocab,2350,strong,girl,,A1,A girl is a female child.,an_term,[strong] term:girl (term_word)
vocab,2352,strong,give,,A1,To give means to hand over something to someone.,to_term,[strong] term:give (term_word)
vocab,2353,strong,glacier,,B2,A glacier is a large piece of ice that moves very slowly.,an_term,[strong] term:glacier (term_word)
vocab,2354,strong,glad,,A2,"If you are glad, you are happy.",if_term,[strong] term:glad (term_word)
vocab,2355,strong,glamorous,,B2,A glamorous occasion is one full of beauty and excitement.,an_term,[strong] term:glamorous (term_word)
vocab,2356,strong,glamour,,B2,"Glamour is a quality relating to riches, wealth, and beauty.",term_is,[strong] term:glamour (term_word)
vocab,2359,strong,glance,,B2,To glance at something means to look at it quickly.,to_term,[strong] term:glance (term_word)
vocab,2360,strong,glass,,A2,"Glass is a transparent, breakable material.",term_is,[strong] term:glass (term_word)
vocab,2361,strong,gleam,,B2,To gleam means to sparkle and shine.,to_term,[strong] term:gleam (term_word)
vocab,2366,strong,global,,B2,"If something is global, it happens all around the world.",if_term,[strong] term:global (term_word)
vocab,2368,strong,globe,,B2,The globe refers to the Earth.,the_term,[strong] term:globe (term_word)
vocab,2369,strong,gloom,,B2,Gloom is a state of almost complete darkness or sadness.,term_is,[strong] term:gloom (term_word)
vocab,2370,strong,gloomy,,B2,Gloomy means dark or sad.,term_means,[strong] term:gloomy (term_word)
vocab,2371,strong,glory,,B2,"Glory is the importance, magnificence, or specialness of something.",term_is,[strong] term:glory (term_word)
vocab,2372,strong,glove,,B2,A glove is a piece of clothing that covers your fingers and hand.,an_term,[strong] term:glove (term_word)
vocab,2373,strong,glow,,B2,To glow means to produce a steady light.,to_term,[strong] term:glow (term_word)
vocab,2374,strong,glucose,,B2,Glucose is a natural form of sugar that exists in plants and fruit.,term_is,[strong] term:glucose (term_word)
vocab,2375,strong,glue,,A2,Glue is a sticky substance used to join things together.,term_is,[strong] term:glue (term_word)
vocab,2377,strong,go,,A1,To go means to move from one place to another.,to_term,[strong] term:go (term_word)
vocab,2378,strong,goal,,B1,A goal is something you work toward.,an_term,[strong] term:goal (term_word)
vocab,2379,strong,goat,,A2,A goat is an animal with horns and a beard.,an_term,[strong] term:goat (term_word)
vocab,2380,strong,god,,A2,A god is a being worshipped as having power over nature.,an_term,[strong] term:god (term_word)
vocab,2381,strong,gold,,A2,Gold is a valuable yellow metal.,term_is,[strong] term:gold (term_word)
vocab,2382,strong,golf,,A1,Golf is a sport with clubs and a small white ball.,term_is,[strong] term:golf (term_word)
vocab,2383,strong,good,,A1,Good means of high quality or pleasing.,term_means,[strong] term:good (term_word)
vocab,2384,strong,goods,,B2,Goods are anything that can be bought or sold.,,[strong] term:goods (term_word)
vocab,2385,strong,gorgeous,,B2,"When something is gorgeous, it is very pleasing and attractive.",,[strong] term:gorgeous (term_word)
vocab,2386,strong,gossip,,B2,Gossip is information that might be untrue but is still discussed anyway.,term_is,[strong] term:gossip (term_word)
vocab,2387,strong,govern,,B2,To govern means to rule over a country or group.,to_term,[strong] term:govern (term_word)
vocab,2388,strong,government,,A2,The government is the group of people who rule a country.,the_term,[strong] term:government (term_word)
vocab,2390,strong,grace,,B2,Grace is elegance and beauty of movement.,term_is,[strong] term:grace (term_word)
vocab,2391,strong,gracious,,B2,"If someone is gracious, then they are kind and helpful to those who need it.",if_term,[strong] term:gracious (term_word)
vocab,2392,strong,grade,,A2,A grade is a score or mark given to someone’s work.,an_term,[strong] term:grade (term_word)
vocab,2393,strong,gradual,,B2,Something gradual happens slowly.,something_term,[strong] term:gradual (term_word)
vocab,2396,strong,graduate,,B2,To graduate from a school means to complete and pass all courses of study there.,to_term,[strong] term:graduate (term_word)
vocab,2398,strong,gram,,A2,A gram is a unit of weight.,an_term,[strong] term:gram (term_word)
vocab,2399,strong,grammar,,B1,Grammar is the rules of a language.,term_is,[strong] term:grammar (term_word)
vocab,2400,strong,grand,,B2,Something grand is big and liked by people.,something_term,[strong] term:grand (term_word)
vocab,2401,strong,grandfather,,A1,A grandfather is the father of one’s parent.,an_term,[strong] term:grandfather (term_word)
vocab,2402,strong,grandmother,,A1,A grandmother is the mother of one’s parent.,an_term,[strong] term:grandmother (term_word)
vocab,2403,strong,grant,,B2,To grant something is to allow someone to have it.,to_term,[strong] term:grant (term_word)
vocab,2404,strong,grape,,A2,"A grape is a small, round fruit that grows in bunches.",an_term,[strong] term:grape (term_word)
vocab,2405,strong,grapefruit,,B2,"A grapefruit is a fruit similar to an orange, but bigger and not as sweet.",an_term,[strong] term:grapefruit (term_word)
vocab,2406,strong,graph,,B2,A graph is a diagram showing the relationship between numbers.,an_term,[strong] term:graph (term_word)
vocab,2409,strong,grass,,A1,Grass is the green leaves that cover the ground.,term_is,[strong] term:grass (term_word)
vocab,2410,strong,grateful,,B2,A grateful person feels thankful about something.,an_term,[strong] term:grateful (term_word)
vocab,2411,strong,gratify,,B2,To gratify someone means to please them.,to_term,[strong] term:gratify (term_word)
vocab,2412,strong,gratitude,,B2,Gratitude is a feeling of being thankful.,term_is,[strong] term:gratitude (term_word)
vocab,2413,strong,grave,,B2,A grave is the place where a dead person is buried.,an_term,[strong] term:grave (term_word)
vocab,2415,strong,graze,,B2,"When animals graze, they feed on plants.",,[strong] term:graze (term_word)
vocab,2416,strong,grease,,B2,"Grease is an oily substance put on moving parts so they work smoothly, or oil or fat in cooking.",term_is,[strong] term:grease (term_word)
vocab,2417,strong,great,,A1,"When something is great, it is very good.",,[strong] term:great (term_word)
vocab,2418,strong,greed,,B2,Greed is wanting to have more of something than you need or should have.,term_is,[strong] term:greed (term_word)
vocab,2420,strong,green,,A1,Green is the color of growing grass or leaves.,term_is,[strong] term:green (term_word)
vocab,2422,strong,greenhouse,,B2,A greenhouse is a small glass building that is used to grow plants.,an_term,[strong] term:greenhouse (term_word)
vocab,2423,strong,greet,,B1,To greet someone means to meet and welcome that person.,to_term,[strong] term:greet (term_word)
vocab,2424,strong,grief,,B2,"Grief is the feeling of deep sadness, usually when a person dies.",term_is,[strong] term:grief (term_word)
vocab,2425,strong,grieve,,B2,To grieve means to feel deep sadness over a loss.,to_term,[strong] term:grieve (term_word)
vocab,2426,strong,grim,,B2,"Something that is grim is worrying, serious, and scary.",,[strong] term:grim (term_word)
vocab,2432,strong,grip,,B1,To grip something is to hold it very tightly.,to_term,[strong] term:grip (term_word)
vocab,2433,strong,groan,,B2,To groan means to make a deep sound of pain or annoyance.,to_term,[strong] term:groan (term_word)
vocab,2434,strong,grocer,,B2,A grocer is a person who sells food.,an_term,[strong] term:grocer (term_word)
vocab,2435,strong,grocery,,A2,A grocery is a store that sells food.,an_term,[strong] term:grocery (term_word)
vocab,2436,strong,groom,,B2,A groom is a man who is going to be married.,an_term,[strong] term:groom (term_word)
vocab,2437,strong,gross,,B2,"If something is gross, then it is disgusting.",if_term,[strong] term:gross (term_word)
vocab,2438,strong,ground,,A1,The ground is the solid surface of the Earth.,the_term,[strong] term:ground (term_word)
vocab,2439,strong,group,,A1,A group is a number of people or things together.,an_term,[strong] term:group (term_word)
vocab,2440,strong,grove,,B2,A grove is a small group of trees.,an_term,[strong] term:grove (term_word)
vocab,2441,strong,grow,,A1,To grow means to increase in size.,to_term,[strong] term:grow (term_word)
vocab,2442,strong,grown-up,,A2,A grown-up is an adult.,an_term,[strong] term:grown-up (term_word)
vocab,2443,strong,growth,,B2,Growth is the process of increasing in size.,term_is,[strong] term:growth (term_word)
vocab,2444,strong,grudge,,B2,A grudge is a feeling of anger about something in the past.,an_term,[strong] term:grudge (term_word)
vocab,2445,strong,grumble,,B2,To grumble means to complain.,to_term,[strong] term:grumble (term_word)
vocab,2446,strong,guarantee,,B2,I will guarantee that the loan will be repaid.,,[strong] term:guarantee (term_word)
vocab,2447,strong,guard,,B1,To guard something is to take care of it.,to_term,[strong] term:guard (term_word)
vocab,2449,strong,guerilla,,B2,A guerilla is a person who fights as part of an unofficial army.,an_term,[strong] term:guerilla (term_word)
vocab,2450,strong,guess,,A2,To guess is to give an answer without knowing for sure.,to_term,[strong] term:guess (term_word)
vocab,2452,strong,guest,,A2,"A guest is someone who is invited to an event, occasion, or location.",an_term,[strong] term:guest (term_word)
vocab,2453,strong,guidance,,B2,"Guidance is help and advice that is given to someone about their work, education, or personal life.",term_is,[strong] term:guidance (term_word)
vocab,2454,strong,guide,,A2,A guide is someone who shows you where to go.,an_term,[strong] term:guide (term_word)
vocab,2455,strong,guideline,,B2,A guideline is a rule about how to do something.,an_term,[strong] term:guideline (term_word)
vocab,2456,strong,guilty,,B2,Guilty people feel bad for something they did.,,[strong] term:guilty (term_word)
vocab,2457,strong,guitar,,A2,A guitar is a musical instrument with strings.,an_term,[strong] term:guitar (term_word)
vocab,2458,strong,gulf,,C1,A gulf is a gap between people who do not understand each other.,an_term,[strong] term:gulf (term_word)
vocab,2459,strong,gum,,A2,Gum is a sticky substance from trees or a candy for chewing.,term_is,[strong] term:gum (term_word)
vocab,2460,strong,gun,,A2,A gun is a weapon that shoots bullets.,an_term,[strong] term:gun (term_word)
vocab,2461,strong,gut,,B2,"Someone’s gut is their intestines, where food is processed after leaving the stomach.",,[strong] term:gut (term_word)
vocab,2462,strong,guts,,B2,The guts are all the organs inside a person or animal.,the_term,[strong] term:guts (term_word)
vocab,2463,strong,gym,,A2,A gym is a building with equipment for exercise.,an_term,[strong] term:gym (term_word)
vocab,2464,strong,gymnasium,,B2,A gymnasium is a building with equipment that you can use to get exercise.,an_term,[strong] term:gymnasium (term_word)
vocab,2465,strong,habit,,B1,A habit is a thing that you do often.,an_term,[strong] term:habit (term_word)
vocab,2467,strong,habitual,,B2,"When something is habitual, it is a behavior that a person usually does or has.",,[strong] term:habitual (term_word)
vocab,2468,strong,hack,,B2,To hack something means to cut it into uneven pieces.,to_term,[strong] term:hack (term_word)
vocab,2469,strong,hail,,B2,Hail is ice that falls from the sky when rain freezes.,term_is,[strong] term:hail (term_word)
vocab,2470,strong,hair,,A1,Hair is the strands that grow on the head.,term_is,[strong] term:hair (term_word)
vocab,2471,strong,half,,A2,"If you cut something into two parts that are the same size, you cut it half.",if_term,[strong] term:half (term_word)
vocab,2472,strong,hall,,A2,A hall is a large room or a passageway.,an_term,[strong] term:hall (term_word)
vocab,2473,strong,halt,,B2,To halt is to stop moving.,to_term,[strong] term:halt (term_word)
vocab,2474,strong,ham,,A2,Ham is meat from a pig’s leg.,term_is,[strong] term:ham (term_word)
vocab,2475,strong,hammer,,A2,A hammer is a tool used for hitting nails.,an_term,[strong] term:hammer (term_word)
vocab,2476,strong,hand,,A1,A hand is the end part of the arm.,an_term,[strong] term:hand (term_word)
vocab,2478,strong,handbook,,B2,A handbook is material that gives specific information or instructions.,an_term,[strong] term:handbook (term_word)
vocab,2479,strong,handicap,,B2,A handicap is a condition that limits someone’s mental or physical abilities.,an_term,[strong] term:handicap (term_word)
vocab,2481,strong,handsome,,A2,Handsome means good-looking.,term_means,[strong] term:handsome (term_word)
vocab,2482,strong,handy,,B2,"If something is handy, it is useful.",if_term,[strong] term:handy (term_word)
vocab,2483,strong,hang,,A2,To hang something is to keep it above the ground.,to_term,[strong] term:hang (term_word)
vocab,2485,strong,happen,,A1,"If someone happens to do something, he or she does it by chance.",,[strong] term:happens (term_word)
vocab,2486,strong,happy,,A1,Happy means feeling joy or pleasure.,term_means,[strong] term:happy (term_word)
vocab,2487,strong,harbor,,B2,A harbor is an area of water along a shore where boats land.,an_term,[strong] term:harbor (term_word)
vocab,2488,strong,hard,,A1,Hard means difficult to do or understand.,term_means,[strong] term:hard (term_word)
vocab,2489,strong,hardly,,B2,Hardly shows that something happens in a very small way.,,[strong] term:hardly (term_word)
vocab,2490,strong,hardy,,B2,"If a person or plant is hardy, it is strong and can live through difficult conditions.",if_term,[strong] term:hardy (term_word)
vocab,2491,strong,harm,,B1,To cause harm is to hurt someone or damage something.,,[strong] term:harm (term_word)
vocab,2492,strong,harmonize,,B2,To harmonize means to make different things go well together.,to_term,[strong] term:harmonize (term_word)
vocab,2493,strong,harmony,,B2,"Harmony is a feeling that everything is peaceful, balanced, and in agreement.",term_is,[strong] term:harmony (term_word)
vocab,2494,strong,harsh,,B2,"When something is harsh, it is very unpleasant.",,[strong] term:harsh (term_word)
vocab,2497,strong,harvest,,B2,A harvest is the act of collecting food from farming.,an_term,[strong] term:harvest (term_word)
vocab,2498,strong,haste,,B2,Haste is speed in movement or action.,term_is,[strong] term:haste (term_word)
vocab,2499,strong,hat,,A1,A hat is a covering for the head.,an_term,[strong] term:hat (term_word)
vocab,2500,strong,hate,,A2,To hate means to have a strong dislike for something.,to_term,[strong] term:hate (term_word)
vocab,2501,strong,hatred,,B2,Hatred is a strong feeling of not liking someone or something.,term_is,[strong] term:hatred (term_word)
vocab,2502,strong,haul,,B2,To haul something means to carry it from place to place.,to_term,[strong] term:haul (term_word)
vocab,2503,strong,have,,A1,To have means to own or possess something.,to_term,[strong] term:have (term_word)
vocab,2504,strong,hay,,B2,Hay is dry grass used to feed animals and can be used for different purposes.,term_is,[strong] term:hay (term_word)
vocab,2506,strong,he,,A1,He is used to refer to a male.,term_is,[strong] term:he (term_word)
vocab,2507,strong,head,,A1,The head is the top part of the body.,the_term,[strong] term:head (term_word)
vocab,2508,strong,headache,,B2,A headache is a pain in one’s head.,an_term,[strong] term:headache (term_word)
vocab,2510,strong,headline,,B2,A headline is the title of a newspaper story.,an_term,[strong] term:headline (term_word)
vocab,2511,strong,headquarters,,B2,A headquarters is a building where the bosses of a company work.,an_term,[strong] term:headquarters (term_word)
vocab,2512,strong,heal,,B2,To heal is to become healthy or well again.,to_term,[strong] term:heal (term_word)
vocab,2513,strong,health,,A2,Health is the state of a person’s body.,term_is,[strong] term:health (term_word)
vocab,2514,strong,healthy,,A2,Healthy means in good physical condition.,term_means,[strong] term:healthy (term_word)
vocab,2517,strong,hear,,A1,To hear is to be aware of sound through your ears.,to_term,[strong] term:hear (term_word)
vocab,2518,strong,heart,,A2,A heart is an organ that keeps the body alive.,an_term,[strong] term:heart (term_word)
vocab,2519,strong,hearty,,B2,"If someone or something is hearty, then they are loud and happy.",if_term,[strong] term:hearty (term_word)
vocab,2520,strong,heat,,A2,Heat is the quality of being hot.,term_is,[strong] term:heat (term_word)
vocab,2521,strong,heaven,,B2,Heaven is the place that some believe people go to after they die.,term_is,[strong] term:heaven (term_word)
vocab,2522,strong,heavy,,A1,Heavy means having great weight.,term_means,[strong] term:heavy (term_word)
vocab,2523,strong,hectare,,B2,"A hectare is a unit of measure equal to 10,000 square meters.",an_term,[strong] term:hectare (term_word)
vocab,2524,strong,hedge,,B2,A hedge is a fence made of bushes.,an_term,[strong] term:hedge (term_word)
vocab,2525,strong,heel,,B2,The heel is the back part of the foot.,the_term,[strong] term:heel (term_word)
vocab,2526,strong,height,,B2,Height is how tall someone or something is.,term_is,[strong] term:height (term_word)
vocab,2527,strong,heighten,,B2,To heighten an emotion means to increase the intensity of it.,to_term,[strong] term:heighten (term_word)
vocab,2528,strong,heir,,B2,An heir is a person who receives the money or property of someone who dies.,an_term,[strong] term:heir (term_word)
vocab,2529,strong,helicopter,,B2,A helicopter is a flying machine with large blades that spin.,an_term,[strong] term:helicopter (term_word)
vocab,2530,strong,hell,,B2,Hell is a place of punishment after death in some religions.,term_is,[strong] term:hell (term_word)
vocab,2531,strong,hello,,A1,Hello is a greeting.,term_is,[strong] term:hello (term_word)
vocab,2532,strong,helmet,,B2,A helmet is a type of hard hat that protects your head.,an_term,[strong] term:helmet (term_word)
vocab,2533,strong,help,,A1,To help is to do something that makes something easier for someone else.,to_term,[strong] term:help (term_word)
vocab,2534,strong,helpful,,A2,Helpful means giving help.,term_means,[strong] term:helpful (term_word)
vocab,2535,strong,hemisphere,,B2,A hemisphere is one half of the Earth.,an_term,[strong] term:hemisphere (term_word)
vocab,2536,strong,hen,,A2,A hen is a female chicken.,an_term,[strong] term:hen (term_word)
vocab,2537,strong,hence,,B2,The word hence shows that something is a result of something else.,term_word_meta,[strong] term:hence (term_word)
vocab,2538,strong,her,,A1,Her is used to refer to a female.,term_is,[strong] term:her (term_word)
vocab,2539,strong,herb,,B2,An herb is a plant used for cooking or medicine.,an_term,[strong] term:herb (term_word)
vocab,2540,strong,herd,,B2,A herd is a group of animals.,an_term,[strong] term:herd (term_word)
vocab,2541,strong,here,,A1,Here means in or to this place.,term_means,[strong] term:here (term_word)
vocab,2542,strong,heredity,,B2,Heredity is the process of passing on features from parents to children.,term_is,[strong] term:heredity (term_word)
vocab,2544,strong,hermit,,B2,A hermit is one who lives alone and does not spend time with others.,an_term,[strong] term:hermit (term_word)
vocab,2545,strong,hero,,B1,A hero is a brave person who does things to help others.,an_term,[strong] term:hero (term_word)
vocab,2546,strong,hesitant,,B2,"If someone is hesitant, then they are not sure or are slow to act or speak.",if_term,[strong] term:hesitant (term_word)
vocab,2547,strong,hesitate,,B2,To hesitate is to wait for a short time before doing something.,to_term,[strong] term:hesitate (term_word)
vocab,2548,strong,hey,,A1,Hey is used to get someone’s attention.,term_is,[strong] term:hey (term_word)
vocab,2549,strong,hidden,,B2,Hidden means not easily noticed or too hard to find.,term_means,[strong] term:hidden (term_word)
vocab,2550,strong,hide,,A2,To hide is to put something where it cannot be seen.,to_term,[strong] term:hide (term_word)
vocab,2551,strong,hierarchy,,B2,A hierarchy is a system of things or people ranked one above the other.,an_term,[strong] term:hierarchy (term_word)
vocab,2552,strong,high,,A1,"When something is high, it is greater than usual in amount, number, or degree.",,[strong] term:high (term_word)
vocab,2553,strong,high-rise,,B1,a high-rise building is very tall with many floors or levels.,an_term,[strong] term:high-rise (term_word)
vocab,2554,strong,highlands,,B2,"Highlands are high areas of land, usually with mountains.",,[strong] term:highlands (term_word)
vocab,2555,strong,highlight,,B2,To highlight something means to mark it with a color so that it is easy to see.,to_term,[strong] term:highlight (term_word)
vocab,2556,strong,highway,,A2,A highway is a main road for traveling long distances.,an_term,[strong] term:highway (term_word)
vocab,2557,strong,hijack,,B2,To hijack means to take control of a vehicle by force.,to_term,[strong] term:hijack (term_word)
vocab,2558,strong,hike,,B2,To hike means to take a long walk in the countryside.,to_term,[strong] term:hike (term_word)
vocab,2560,strong,hill,,A1,A hill is a raised area of land. It is higher than the land around it.,an_term,[strong] term:hill (term_word)
vocab,2561,strong,him,,A1,Him is used to refer to a male.,term_is,[strong] term:him (term_word)
vocab,2562,strong,hinder,,B2,To hinder is to stop someone or something from doing something.,to_term,[strong] term:hinder (term_word)
vocab,2566,strong,hip,,B2,The hip is the part of the body between the waist and thigh.,the_term,[strong] term:hip (term_word)
vocab,2567,strong,hire,,B1,To hire someone is to pay that person money to work for you.,to_term,[strong] term:hire (term_word)
vocab,2568,strong,his,,A1,His is used to show that something belongs to a male.,term_is,[strong] term:his (term_word)
vocab,2569,strong,history,,A2,History is the study of the past.,term_is,[strong] term:history (term_word)
vocab,2570,strong,hit,,B2,To hit is to affect someone or something in a harmful or dangerous way.,to_term,[strong] term:hit (term_word)
vocab,2571,strong,hitchhike,,B2,To hitchhike means to travel by asking for rides from passing vehicles.,to_term,[strong] term:hitchhike (term_word)
vocab,2573,strong,hobby,,B2,A hobby is a fun and creative activity people do in their free time.,an_term,[strong] term:hobby (term_word)
vocab,2574,strong,hockey,,B2,Hockey is a sport played on ice with sticks and a puck.,term_is,[strong] term:hockey (term_word)
vocab,2575,strong,hold,,B1,"To hold is to have a particular degree, title, record, job, or position.",to_term,[strong] term:hold (term_word)
vocab,2576,strong,hole,,A2,A hole is a hollow space in something solid.,an_term,[strong] term:hole (term_word)
