dictId,index,term,base,level,definition,matchSummary
vocab,2895,jagged,,B2,"When something is jagged, it has a tough, uneven shape or edge.",term:jagged (term_word)
vocab,2896,jail,,B2,A jail is a place to keep bad people.,term:jail (term_word)
vocab,2897,jam,,A2,Jam is a sweet spread made from fruit.,term:jam (term_word)
vocab,2898,janitor,,B2,A janitor is a person who makes repairs and takes care of a building.,term:janitor (term_word)
vocab,2899,January,,A1,January is the first month of the year.,term:january (term_word)
vocab,2900,jar,,A2,A jar is a glass container with a lid.,term:jar (term_word)
vocab,2902,jealous,,B2,A jealous person might take something from you.,term:jealous (term_word)
vocab,2903,jealousy,,B2,Jealousy is a feeling of wanting something that somebody else has.,term:jealousy (term_word)
vocab,2904,jeans,,A1,Jeans are pants made of denim.,term:jeans (term_word)
vocab,2905,jeopardy,,B2,Jeopardy is danger of loss or harm.,term:jeopardy (term_word)
vocab,2906,jet,,B2,A jet is a fast plane with a big engine.,term:jet (term_word)
vocab,2908,jewel,,B2,A jewel is a beautiful stone that is worth a lot of money.,term:jewel (term_word)
vocab,2909,jewelry,,A2,Jewelry is decorative items worn on the body.,term:jewelry (term_word)
vocab,2910,jinxed,,C1,someone or something that is jinxed has a lot of bad luck.,term:jinxed (term_word)
vocab,2911,job,,A1,Your job is the work you do to earn money.,term:job (term_word)
vocab,2914,jog,,B1,To jog is to run slowly.,term:jog (term_word)
vocab,2915,join,,A2,To join means to connect or become a member of something.,term:join (term_word)
vocab,2917,joke,,A2,A joke is something said to cause laughter.,term:joke (term_word)
vocab,2918,journal,,B2,A journal is a type of magazine that deals with an academic subject.,term:journal (term_word)
vocab,2919,journalism,,B2,Journalism is the work of collecting the news to put in newspapers or on TV.,term:journalism (term_word)
vocab,2920,journalist,,B2,A journalist is a person who writes news stories.,term:journalist (term_word)
vocab,2921,journey,,A2,A journey is a long trip.,term:journey (term_word)
vocab,2922,joy,,B1,Joy is a feeling of great happiness.,term:joy (term_word)
vocab,2923,judge,,B1,To judge something is to say if it is good or bad.,term:judge (term_word)
vocab,2924,judgment,,B2,Judgment is the ability to make good decisions.,term:judgment (term_word)
vocab,2925,juice,,A1,Juice is a liquid from fruits or vegetables.,term:juice (term_word)
vocab,2926,July,,A1,The seventh month of the year is July.,term:july (term_word)
vocab,2927,jump,,A1,To jump means to push yourself off the ground.,term:jump (term_word)
vocab,2928,jungle,,B2,"A jungle is a type of forest in a warm, rainy tropical area, where trees and plants grow very close together.",term:jungle (term_word)
vocab,2929,junior,,B2,A junior person is younger or less experienced.,term:junior (term_word)
vocab,2930,jury,,B2,A jury is a group of people that listen to a trial and say if someone is guilty.,term:jury (term_word)
vocab,2931,just,,A1,Just means exactly or only.,term:just (term_word)
vocab,2932,justice,,B2,Justice is fairness in the way that people are treated.,term:justice (term_word)
vocab,2934,justly,,B2,"If something is done justly, then it is fair.",term:justly (term_word)
vocab,2935,keen,,B2,"If someone is keen, they are intelligent.",term:keen (term_word)
vocab,2936,keep,,A1,"To keep is to stay in a particular state, condition, or position.",term:keep (term_word)
vocab,2937,kennel,,B2,A kennel is a place where dogs are kept.,term:kennel (term_word)
vocab,2938,kerosene,,B2,Kerosene is a type of oil used in some lamps and stoves.,term:kerosene (term_word)
vocab,2939,kettle,,B2,A kettle is a large metal pot used for boiling liquids or cooking food.,term:kettle (term_word)
vocab,2940,key,,A1,A key is a small metal tool used to open a lock.,term:key (term_word)
vocab,2941,keyboard,,B2,A keyboard has buttons marked with letters and numbers that are pressed to put information into a computer.,term:keyboard (term_word)
vocab,2942,kid,,B1,To kid is to say something that is not true as a joke.,term:kid (term_word)
vocab,2943,kidnap,,B2,To kidnap someone is to take that person illegally.,term:kidnap (term_word)
vocab,2944,kill,,A2,To kill someone or something is to make them die.,term:kill (term_word)
vocab,2945,kilogram,,A2,A kilogram is a unit of weight equal to 1000 grams.,term:kilogram (term_word)
vocab,2946,kilometer,,A2,"A kilometer is a unit of measurement that is 1,000 meters.",term:kilometer (term_word)
vocab,2947,kin,,B2,Kin is a person’s family and relatives.,term:kin (term_word)
vocab,2948,kind,,A1,Kind means friendly and helpful.,term:kind (term_word)
vocab,2949,king,,A1,A king is a male ruler of a country.,term:king (term_word)
vocab,2950,kiss,,A2,To kiss is to touch with the lips as a sign of affection.,term:kiss (term_word)
vocab,2951,kit,,B2,A kit is a set of all the things needed to do something.,term:kit (term_word)
vocab,2952,kitchen,,A1,A kitchen is a room where food is prepared.,term:kitchen (term_word)
vocab,2953,kite,,A2,A kite is a toy that flies in the wind.,term:kite (term_word)
vocab,2954,kitten,,A2,A kitten is a young cat.,term:kitten (term_word)
vocab,2955,knee,,A2,The knee is the joint between the thigh and lower leg.,term:knee (term_word)
vocab,2956,kneel,,B2,To kneel is to put one or both knees on the ground.,term:kneel (term_word)
vocab,2957,knife,,A1,A knife is a tool used for cutting.,term:knife (term_word)
vocab,2958,knight,,B2,A knight is a soldier of high rank and skill who usually serves a king.,term:knight (term_word)
vocab,2959,knit,,B2,To knit means to make clothing from yarn.,term:knit (term_word)
vocab,2960,knob,,B2,A knob is a round handle.,term:knob (term_word)
vocab,2961,knock,,A2,To knock means to hit a door to get attention.,term:knock (term_word)
vocab,2962,knot,,B2,A knot is a fastening made by tying a piece of rope or string.,term:knot (term_word)
vocab,2963,know,,A1,To know is to have information in your mind.,term:know (term_word)
vocab,2964,knowledge,,B1,Knowledge is what you know.,term:knowledge (term_word)
vocab,2966,known,,B2,"If something is known, it is something that people are aware of or have discovered.",term:known (term_word)
vocab,2970,labor,,B2,Labor is the act of doing or making something.,term:labor (term_word)
vocab,2971,laboratory,,B1,A laboratory is a room where a scientist works.,term:laboratory (term_word)
vocab,2972,labour,,B2,Labour is another spelling of labor.,term:labour (term_word)
vocab,2973,lace,,B2,Lace is a delicate fabric with holes.,term:lace (term_word)
vocab,2974,lack,,B1,"If there is a lack of something, there is not enough of it.",term:lack (term_word)
vocab,2975,ladder,,B2,A ladder is an object that is used to climb up and down things.,term:ladder (term_word)
vocab,2976,lady,,A2,A lady is a woman.,term:lady (term_word)
vocab,2977,lag,,B2,To lag behind is to move slowly behind other moving objects.,term:lag (term_word)
vocab,2978,lake,,A1,A lake is a large body of water surrounded by land.,term:lake (term_word)
vocab,2979,lamb,,A2,A lamb is a young sheep.,term:lamb (term_word)
vocab,2980,lame,,B2,"If one is lame, they cannot walk properly due to an injury to the leg or foot.",term:lame (term_word)
vocab,2981,lamp,,A1,A lamp is a device that gives light.,term:lamp (term_word)
vocab,2982,land,,A1,Land is the solid part of the Earth’s surface.,term:land (term_word)
vocab,2983,landing,,B2,A landing is when you return to the ground or another surface after a flight or a boat ride.,term:landing (term_word)
vocab,2984,landlord,,B2,A landlord is a man who rents property to a person.,term:landlord (term_word)
vocab,2985,landmark,,B2,A landmark is an object that helps people find or remember a location.,term:landmark (term_word)
vocab,2986,landscape,,B2,A landscape is how an area of land looks.,term:landscape (term_word)
vocab,2987,lane,,A2,A lane is a narrow road.,term:lane (term_word)
vocab,2988,language,,A2,A language is a system of communication.,term:language (term_word)
vocab,2992,lapse,,C1,if an official document decision or right lapses it is no longer effective.,term:lapses (term_word)
vocab,2993,large,,A1,Something large is very big.,term:large (term_word)
vocab,2994,laser,,B2,A laser is a device that produces a narrow beam of light.,term:laser (term_word)
vocab,2995,last,,A1,Last means coming after all others.,term:last (term_word)
vocab,2997,late,,A1,Late means after the expected time.,term:late (term_word)
vocab,2998,later,,A2,"Later means after the present, expected, or usual time.",term:later (term_word)
vocab,2999,latitude,,B2,The latitude of a place is its distance from the equator.,term:latitude (term_word)
vocab,3000,latter,,B2,Latter describes something last in a series or the second choice of two things.,term:latter (term_word)
vocab,3001,laugh,,A1,Laugh is the sound made when someone is happy or a funny thing occurs.,term:laugh (term_word)
vocab,3002,laughter,,B1,Laughter is the sound produced by laughing about something funny.,term:laughter (term_word)
vocab,3003,launch,,B2,To launch something means to make it go into motion.,term:launch (term_word)
vocab,3004,laundry,,B2,Laundry is clothes that have been or need to be washed.,term:laundry (term_word)
vocab,3005,lava,,B2,Lava is the hot substance made of melted rock that comes out of volcanoes.,term:lava (term_word)
vocab,3006,law,,A2,A law is a rule made by the legislative body.,term:law (term_word)
vocab,3007,lawn,,B2,A lawn is an area covered in grass.,term:lawn (term_word)
vocab,3008,lawyer,,B1,A lawyer works with the law and represents people in court.,term:lawyer (term_word)
vocab,3009,lay,,B1,To lay means to put or place in a horizontal or flat position.,term:lay (term_word)
vocab,3010,layer,,B2,A layer covers over something or is one of several pieces lying on top of each other.,term:layer (term_word)
vocab,3011,lazy,,A2,Lazy means not wanting to work or use energy.,term:lazy (term_word)
vocab,3012,lead,,B1,"When you lead something, you go first and it follows you.",term:lead (term_word)
vocab,3013,leader,,A2,A leader is a person who guides or directs others.,term:leader (term_word)
vocab,3014,leading,,B2,"When something is leading, it is the most advanced or best.",term:leading (term_word)
vocab,3015,leaf,,A1,A leaf is a flat part of a plant that grows from the stem.,term:leaf (term_word)
vocab,3016,league,,B2,A league is a group of sports teams that play against each other.,term:league (term_word)
vocab,3017,lean,,B2,To lean is to bend in a particular direction.,term:lean (term_word)
vocab,3020,learn,,A1,To learn is to gain knowledge or skill through study or experience.,term:learn (term_word)
vocab,3021,lease,,B2,"To lease means to rent property, usually an apartment or land.",term:lease (term_word)
vocab,3022,leash,,B2,A leash is a rope or chain that is used to lead an animal.,term:leash (term_word)
vocab,3023,least,,A2,Least means smallest in amount or degree.,term:least (term_word)
vocab,3024,leather,,B2,Leather is a material made from animal skin that is used to make clothing.,term:leather (term_word)
vocab,3025,leave,,A1,To leave means to go away from someone or something.,term:leave (term_word)
vocab,3028,lecture,,B1,To give a lecture or a series of lectures.,term:lecture (term_word)
vocab,3029,lecture,,B2,"A lecture is a long, educational speech.",term:lecture (term_word)
vocab,3030,left,,A1,Left is the direction that is the opposite of right.,term:left (term_word)
vocab,3031,leg,,A1,A leg is a body part used for standing and walking.,term:leg (term_word)
vocab,3032,legacy,,B2,A legacy is an effect that exists because of a person or thing in the past.,term:legacy (term_word)
vocab,3033,legal,,B1,"If something is legal, it is related to the law or allowed by the law.",term:legal (term_word)
vocab,3034,legend,,B2,A legend is a story from the past.,term:legend (term_word)
vocab,3035,legislate,,B2,To legislate means to make laws.,term:legislate (term_word)
vocab,3037,legislature,,B2,A legislature is the section of a government that makes laws.,term:legislature (term_word)
vocab,3038,legitimate,,B2,"If something is legitimate, then it is acceptable according to the law.",term:legitimate (term_word)
vocab,3040,leisure,,B2,Leisure is free time when you can relax.,term:leisure (term_word)
vocab,3041,lemon,,A2,A lemon is a sour yellow fruit.,term:lemon (term_word)
vocab,3042,lend,,B1,To lend something is to give it to someone for a short time.,term:lend (term_word)
vocab,3043,length,,A2,The length of something is how long it is from one end to the other.,term:length (term_word)
vocab,3044,lentil,,B2,Lentils are very small beans that people cook and eat.,term:lentils (term_word)
vocab,3045,less,,A1,Less means a smaller amount.,term:less (term_word)
vocab,3046,lesson,,A2,A lesson is a period of teaching or learning.,term:lesson (term_word)
vocab,3047,let,,A1,To let means to allow.,term:let (term_word)
vocab,3048,letter,,A1,A letter is a written message.,term:letter (term_word)
vocab,3049,lettuce,,A2,Lettuce is a green vegetable with leaves used in salads.,term:lettuce (term_word)
vocab,3050,level,,B1,A level is a point on a scale that measures something.,term:level (term_word)
vocab,3051,liable,,B2,"If something is liable to happen, it is very likely that it will happen.",term:liable (term_word)
vocab,3053,liberty,,B2,Liberty is freedom to do what one wants.,term:liberty (term_word)
vocab,3054,librarian,,A2,A librarian is a person who works in a library.,term:librarian (term_word)
vocab,3055,library,,A1,A library is a place where you go to read books.,term:library (term_word)
vocab,3056,license,,B2,A license is an official document that gives one permission to do something.,term:license (term_word)
vocab,3057,lick,,B2,"When you lick something, you pass your tongue over it.",term:lick (term_word)
vocab,3058,lid,,A2,A lid is a cover for a container.,term:lid (term_word)
vocab,3059,lie,,B1,To lie is to say or write something untrue to deceive someone.,term:lie (term_word)
vocab,3060,lieutenant,,B2,"A lieutenant is a rank in the military or police, or a person with that rank.",term:lieutenant (term_word)
vocab,3061,life,,A1,Life is the time when a person is alive.,term:life (term_word)
vocab,3065,lift,,B1,To lift something is to move it higher.,term:lift (term_word)
vocab,3066,light,,A1,Light is a form of energy or brightness that makes it possible to see something.,term:light (term_word)
vocab,3067,lightning,,B2,Lightning is the bright light seen during a storm.,term:lightning (term_word)
vocab,3068,like,,A1,To like means to find something pleasant.,term:like (term_word)
vocab,3070,likely,,A2,Likely means probable.,term:likely (term_word)
vocab,3072,likewise,,B2,"If someone does something likewise, they do the same thing as someone else.",term:likewise (term_word)
vocab,3073,liking,,B2,a feeling of enjoying or liking something,term:liking (term_word)
vocab,3074,limb,,B2,A limb is a large branch on a tree.,term:limb (term_word)
vocab,3075,limit,,B1,A limit is the largest or smallest amount of something that you allow.,term:limit (term_word)
vocab,3076,limp,,B2,To limp means to walk with difficulty because someone’s leg or foot is hurt.,term:limp (term_word)
vocab,3077,line,,A1,A line is a row of people or things.,term:line (term_word)
vocab,3079,link,,B2,if people things or events are linked they are related to each other in some way,term:linked (term_word)
vocab,3082,lion,,A2,A lion is a large animal in the cat family.,term:lion (term_word)
vocab,3083,lip,,A2,The lip is the edge of the mouth.,term:lip (term_word)
vocab,3085,liquid,,B2,in the form of a liquid.,term:liquid (term_word)
vocab,3086,list,,A1,A list is a record of information printed with an item on each line.,term:list (term_word)
vocab,3087,listen,,A1,To listen is to pay attention to a sound that you can hear.,term:listen (term_word)
vocab,3088,liter,,A2,A liter is a unit of volume.,term:liter (term_word)
vocab,3089,literal,,B2,the literal meaning of a word is its most basic meaning.,term:literal (term_word)
vocab,3090,literally,,B2,Literally means exactly as stated.,term:literally (term_word)
vocab,3091,literary,,B2,A literary person or thing is involved with literature in some way.,term:literary (term_word)
vocab,3092,literature,,B2,"Literature is books, plays, and poetry.",term:literature (term_word)
vocab,3093,litter,,B2,Litter is trash left in public places.,term:litter (term_word)
vocab,3094,little,,A1,Little means small in size or amount.,term:little (term_word)
vocab,3095,live,,A1,To live means to be alive.,term:live (term_word)
vocab,3096,lively,,B1,"If someone is lively, they have a lot of energy.",term:lively (term_word)
vocab,3097,liver,,B2,The liver is a large organ in the body that produces bile and cleans blood.,term:liver (term_word)
vocab,3098,livestock,,B2,Livestock are farm animals kept for use or profit.,term:livestock (term_word)
vocab,3099,living,,A2,Living means alive.,term:living (term_word)
vocab,3100,load,,B1,to put a load onto or into something such as a vehicle or container.,term:load (term_word)
vocab,3102,loaf,,B2,A loaf of bread is bread shaped and baked in one piece.,term:loaf (term_word)
vocab,3103,loan,,B2,"A loan is something, usually money, that one person lends to another.",term:loan (term_word)
vocab,3104,local,,A2,"If something is local, it is nearby.",term:local (term_word)
vocab,3105,locale,,B2,A locale is a small area or place where something specific happens.,term:locale (term_word)
vocab,3106,locate,,B1,To locate something is to find it.,term:locate (term_word)
vocab,3107,lock,,A2,A lock is a device for fastening a door or container.,term:lock (term_word)
vocab,3108,lodge,,B2,A lodge is a house in the mountains used by people who hunt or fish.,term:lodge (term_word)
vocab,3109,log,,B2,A log is a thick piece of wood that is cut from a tree.,term:log (term_word)
vocab,3110,logic,,B2,Logic is a way of thinking that makes sense.,term:logic (term_word)
vocab,3111,logical,,B2,Logical means reasonable or sensible.,term:logical (term_word)
vocab,3112,lone,,B2,A lone person or thing is the only one in a given place.,term:lone (term_word)
vocab,3113,loneliness,,B2,Loneliness is the unhappiness that is felt by someone if they do not have any friends.,term:loneliness (term_word)
vocab,3114,lonely,,B2,Lonely means feeling sad because you are alone.,term:lonely (term_word)
vocab,3115,long,,A1,Long means having great length.,term:long (term_word)
vocab,3117,longevity,,B2,Longevity is the ability to live for a long time.,term:longevity (term_word)
vocab,3118,longing,,B2,A longing is a strong feeling of wanting.,term:longing (term_word)
vocab,3119,look,,A1,To look is to use your eyes to see something.,term:look (term_word)
vocab,3120,loop,,B2,A loop is a line made into the shape of a circle.,term:loop (term_word)
vocab,3121,loose,,B2,A loose thing is not held in place tightly.,term:loose (term_word)
vocab,3122,lord,,B2,A lord is a man of high rank.,term:lord (term_word)
vocab,3123,lose,,B2,To lose is to have something that is important or necessary taken from you or destroyed.,term:lose (term_word)
vocab,3124,loss,,B2,A loss is the act or instance of losing something.,term:loss (term_word)
vocab,3125,lost,,A2,Lost means unable to find one’s way.,term:lost (term_word)
vocab,3126,lot,,A1,A lot means a large amount.,term:lot (term_word)
vocab,3127,loud,,A1,"If a sound is loud, it is strong and very easy to hear.",term:loud (term_word)
vocab,3128,love,,A1,To love is to like something or someone a lot.,term:love (term_word)
vocab,3129,low,,A2,"If something is low, it is smaller than usual in amount, number, or degree.",term:low (term_word)
vocab,3130,lower,,B1,To lower something is to make it go down.,term:lower (term_word)
vocab,3131,loyal,,B2,Loyal people always help or support a certain person or thing.,term:loyal (term_word)
vocab,3132,luck,,A2,Luck is success or failure caused by chance.,term:luck (term_word)
vocab,3133,lucky,,A2,Lucky means having good fortune.,term:lucky (term_word)
vocab,3135,luggage,,A2,Luggage is bags and suitcases used for travel.,term:luggage (term_word)
vocab,3136,lumber,,B2,Lumber is wood that is used for building.,term:lumber (term_word)
vocab,3140,lunar,,B2,"If something is lunar, then it is related to the moon.",term:lunar (term_word)
vocab,3141,lunch,,A1,Lunch is a meal eaten in the middle of the day.,term:lunch (term_word)
vocab,3142,lung,,B2,A lung is a part of the body that fills with air when breathing.,term:lung (term_word)
vocab,3143,lure,,B2,To lure someone is to convince them to do something by using a trick.,term:lure (term_word)
vocab,3144,lush,,B2,"If something is lush, then it is full of a variety of large, healthy plants.",term:lush (term_word)
vocab,3145,luxury,,B2,A luxury is an expensive thing that is nice but not needed.,term:luxury (term_word)
vocab,3146,lyric,,B2,"When a poem is considered lyric, it expresses a lot of emotion.",term:lyric (term_word)
vocab,3148,machine,,A2,A machine is made by people and does work for us.,term:machine (term_word)
vocab,3149,mad,,B1,A mad person or animal is angry.,term:mad (term_word)
vocab,3150,magazine,,A2,"A magazine is a regular publication with news, stories, and articles.",term:magazine (term_word)
vocab,3151,magic,,A2,Magic is the power to do impossible things.,term:magic (term_word)
vocab,3152,magical,,B1,Magical describes a quality that makes someone or something special.,term:magical (term_word)
vocab,3153,magnet,,B2,A magnet is a piece of iron or other material which attracts iron toward it.,term:magnet (term_word)
vocab,3154,magnetic,,B2,Magnetic means having the properties of a magnet.,term:magnetic (term_word)
vocab,3155,magnificent,,B2,Magnificent means beautiful and grand.,term:magnificent (term_word)
vocab,3156,magnify,,B2,To magnify something means to make it look bigger than it really is.,term:magnify (term_word)
vocab,3157,magnitude,,B2,Magnitude refers to large size.,term:magnitude (term_word)
vocab,3159,maid,,B2,A maid is a female servant.,term:maid (term_word)
vocab,3160,mail,,A2,Mail is letters and other things sent to people.,term:mail (term_word)
vocab,3161,main,,A2,Main means most important.,term:main (term_word)
vocab,3162,mainland,,B2,"The mainland is the main part of a country, not including islands.",term:mainland (term_word)
vocab,3163,mainstream,,B2,The mainstream is what is considered normal and accepted by most people.,term:mainstream (term_word)
vocab,3167,majestic,,B2,"If something is majestic, it is large and impressive.",term:majestic (term_word)
vocab,3168,majesty,,B2,Majesty is supreme greatness or authority.,term:majesty (term_word)
vocab,3170,major,,B1,A major event is a very important event.,term:major (term_word)
vocab,3171,majority,,B2,A majority of something is more than half of the people or things in that group.,term:majority (term_word)
vocab,3172,make,,A1,To make means to create or produce something.,term:make (term_word)
vocab,3173,male,,B1,Male refers to men or boys.,term:male (term_word)
vocab,3174,mall,,A2,A mall is a large shopping center.,term:mall (term_word)
vocab,3175,mammal,,B2,A mammal is an animal that usually has hair and is not born from an egg.,term:mammal (term_word)
vocab,3176,man,,A1,A man is an adult male human.,term:man (term_word)
vocab,3177,manage,,B1,To manage something means to control or be in charge of it.,term:manage (term_word)
vocab,3178,management,,B2,Management is the act or process of controlling and dealing with something.,term:management (term_word)
vocab,3179,manager,,A2,A manager is a person who controls a business or department.,term:manager (term_word)
vocab,3180,managerial,,B2,Managerial describes something related to a manager or management.,term:managerial (term_word)
vocab,3181,mandarin,,B2,Mandarin is one of the two main Chinese languages.,term:mandarin (term_word)
vocab,3182,mandatory,,B2,"If something is mandatory, then it is required by law.",term:mandatory (term_word)
vocab,3183,maneuver,,B2,To maneuver means to move skillfully.,term:maneuver (term_word)
vocab,3184,manifest,,B2,To manifest means to make something visible or obvious.,term:manifest (term_word)
vocab,3186,manipulate,,B2,To manipulate something means to skillfully or unfairly control or affect it.,term:manipulate (term_word)
vocab,3190,manor,,B2,A manor is a large house with many rooms.,term:manor (term_word)
vocab,3191,mansion,,B2,A mansion is a large and expensive home.,term:mansion (term_word)
vocab,3194,manufacture,,B2,To manufacture something means to make it in a factory.,term:manufacture (term_word)
vocab,3195,many,,A1,Many shows that there is a large number of something.,term:many (term_word)
vocab,3196,map,,A1,A map is a drawing of an area showing the positions of features.,term:map (term_word)
vocab,3197,marathon,,B2,A marathon is a long-distance race.,term:marathon (term_word)
vocab,3198,marble,,B2,Marble is a type of rock that feels cold and is smooth when cut.,term:marble (term_word)
vocab,3199,march,,B1,if soldiers march they walk in a group with each person matching the speed and movements of the others.,term:march (term_word)
vocab,3201,march,,B2,To march means to walk at a steady pace together with others.,term:march (term_word)
vocab,3202,margarine,,B2,Margarine is a spread used as a substitute for butter.,term:margarine (term_word)
vocab,3203,margin,,B2,The margin is the edge or border of something.,term:margin (term_word)
vocab,3204,marine,,B2,Marine describes something related to the sea.,term:marine (term_word)
vocab,3205,mariner,,B2,A mariner is a sailor.,term:mariner (term_word)
vocab,3206,mark,,B2,To mark is to celebrate an important event or time by doing something.,term:mark (term_word)
vocab,3207,market,,A2,A market is a place where people buy and sell products or food.,term:market (term_word)
vocab,3209,marriage,,A2,Marriage is the legally recognized union of two people.,term:marriage (term_word)
vocab,3210,marry,,A2,To marry means to join in marriage.,term:marry (term_word)
vocab,3211,marvel,,B2,To marvel at something is to feel surprise and interest in it.,term:marvel (term_word)
vocab,3212,mask,,A2,A mask is a covering for the face.,term:mask (term_word)
vocab,3215,massive,,B2,A massive thing is very big.,term:massive (term_word)
vocab,3219,mat,,A2,A mat is a small piece of carpet.,term:mat (term_word)
vocab,3220,match,,B1,To match is to be the same or similar.,term:match (term_word)
vocab,3221,material,,B1,A material is what is used to make something.,term:material (term_word)
vocab,3222,mathematics,,B1,Mathematics is the study of numbers and shapes.,term:mathematics (term_word)
vocab,3223,matter,,B2,Matter is physical substance.,term:matter (term_word)
vocab,3224,mattress,,A2,A mattress is a large pad for sleeping on.,term:mattress (term_word)
vocab,3227,mature,,B2,To mature means to grow up to become an adult.,term:mature (term_word)
vocab,3228,maximum,,B2,Maximum is the highest amount of anything allowed.,term:maximum (term_word)
vocab,3229,maybe,,A1,Maybe is used to show that something is possible or may be true.,term:maybe (term_word)
vocab,3230,mayor,,B2,The mayor is the person in charge of a city.,term:mayor (term_word)
vocab,3231,me,,A1,Me is used to refer to oneself.,term:me (term_word)
vocab,3233,meal,,A1,"A meal is a time when food is eaten, such as breakfast, lunch, or dinner.",term:meal (term_word)
vocab,3234,mean,,A1,To mean is to have a particular meaning.,term:meaning (term_word)
vocab,3236,meaning,,A2,Meaning is the definition of a word or idea.,term:meaning (term_word)
vocab,3237,means,,B2,Means is a method or way of doing something.,term:means (term_word)
vocab,3238,meantime,,B2,The meantime is the time between two events.,term:meantime (term_word)
vocab,3239,meanwhile,,B2,An action that happens meanwhile happens at the same time as another action.,term:meanwhile (term_word)
vocab,3240,measure,,B1,"To measure something means to find out the quality, value, or effect of it.",term:measure (term_word)
vocab,3241,meat,,A1,Meat is food made of animals.,term:meat (term_word)
vocab,3242,mechanic,,B2,A mechanic is someone who fixes vehicles or machines.,term:mechanic (term_word)
vocab,3243,mechanism,,B2,A mechanism is a part of a machine that performs a certain function.,term:mechanism (term_word)
vocab,3244,medal,,B2,A medal is a small piece of metal given as an award.,term:medal (term_word)
vocab,3245,media,,B2,Media is the different ways of entertaining and giving information to the public.,term:media (term_word)
vocab,3246,medical,,A2,Medical means related to the treatment of an injury or disease.,term:medical (term_word)
vocab,3247,medication,,B2,Medication is medicine or drugs given to people who are sick.,term:medication (term_word)
vocab,3248,medicine,,A2,Medicine is something you take to feel better or treat an illness.,term:medicine (term_word)
vocab,3249,medieval,,B2,"If something is medieval, it comes from the period between 650 and 1500 CE.",term:medieval (term_word)
vocab,3251,meditate,,B2,To meditate means to focus or think deeply in silence.,term:meditate (term_word)
vocab,3252,medium,,B2,Medium means in the middle between two extremes.,term:medium (term_word)
vocab,3253,meet,,A1,To meet is to come together so that you can talk or do something together.,term:meet (term_word)
vocab,3254,meeting,,A2,"When you have a meeting, you are with other people.",term:meeting (term_word)
vocab,3255,melody,,B2,A melody is a series of musical notes that form the main part of a song.,term:melody (term_word)
vocab,3256,melt,,A2,To melt means to change from solid to liquid by heating.,term:melt (term_word)
vocab,3257,member,,A2,A member is a person who is part of a group.,term:member (term_word)
vocab,3258,memorable,,B2,"If something is memorable, then it is remembered for a special reason.",term:memorable (term_word)
vocab,3259,memory,,B1,A memory is something you remember.,term:memory (term_word)
vocab,3260,mend,,B2,To mend something means to fix it when it is broken or damaged.,term:mend (term_word)
vocab,3261,mental,,B1,"If something is mental, it has to do with your mind.",term:mental (term_word)
vocab,3262,mention,,B1,To mention something is to talk about it.,term:mention (term_word)
vocab,3263,menu,,A2,A menu is a list of food and drinks available at a restaurant.,term:menu (term_word)
vocab,3264,merchandise,,B2,Merchandise is goods ready to be purchased or sold.,term:merchandise (term_word)
vocab,3265,merchant,,B2,A merchant is a person who sells things.,term:merchant (term_word)
vocab,3266,mercy,,B2,Mercy is a feeling or act of kindness.,term:mercy (term_word)
vocab,3267,mere,,B2,Mere is used to emphasize how small or unimportant something or someone is.,term:mere (term_word)
vocab,3268,merge,,B2,To merge two things is to combine them into one whole thing.,term:merge (term_word)
vocab,3269,merge,,C1,if two organisations merge or you merge them they combine to form one bigger organisation,term:merge (term_word)
vocab,3270,merit,,B2,A merit is a positive or good quality.,term:merit (term_word)
vocab,3271,merry,,B1,A merry person is happy and pleasant.,term:merry (term_word)
vocab,3272,mess,,B1,A mess is a condition that is not clean or neat.,term:mess (term_word)
vocab,3273,message,,A2,A message is a set of words that you send to someone.,term:message (term_word)
vocab,3274,messenger,,B2,A messenger is one who carries information from one place to another.,term:messenger (term_word)
vocab,3275,metabolic,,B2,"When something is metabolic, it relates to the chemical process in which plants or animals use food and water to make energy.",term:metabolic (term_word)
vocab,3276,metabolism,,B2,A person’s metabolism is the way chemical processes in their body use energy.,term:metabolism (term_word)
vocab,3277,metal,,A2,Metal is a strong material people use to build things.,term:metal (term_word)
vocab,3278,meteorological,,B2,"If something is meteorological, it is concerned with the science of weather.",term:meteorological (term_word)
vocab,3279,meteorology,,B2,Meteorology is the science that studies the weather.,term:meteorology (term_word)
vocab,3280,method,,B1,A method is the way to do something.,term:method (term_word)
vocab,3281,metropolitan,,B2,"If something is metropolitan, it relates to a large city.",term:metropolitan (term_word)
vocab,3282,microbe,,B2,A microbe is a very small living thing that often makes people sick.,term:microbe (term_word)
vocab,3283,microchip,,B2,A microchip is a small device in a computer that holds information.,term:microchip (term_word)
vocab,3284,microscope,,B2,A microscope is a device that makes small objects look bigger.,term:microscope (term_word)
vocab,3285,mid,,B2,Mid means in the middle or center of something.,term:mid (term_word)
vocab,3286,middle,,A1,The middle is nearest the center and with an equal number of things on each side.,term:middle (term_word)
vocab,3287,midnight,,A2,Midnight is twelve o’clock at night.,term:midnight (term_word)
vocab,3288,midst,,B2,The midst of something is the middle of it.,term:midst (term_word)
vocab,3289,might,,B2,Might means strength or power.,term:might (term_word)
vocab,3290,mighty,,B2,Mighty means very strong or powerful.,term:mighty (term_word)
